word,valence,arousal,dominance,emotion,pos
worldwide,0.79,0.462,0.851,joy,ADV
womanly,0.909,0.615,0.473,joy,ADJ
interested,0.75,0.529,0.725,joy,ADJ
large,0.704,0.565,0.736,joy,ADJ
goodnews,0.961,0.74,0.768,joy,ADV
fond,0.885,0.602,0.518,joy,ADJ
instructional,0.698,0.5,0.773,joy,ADJ
instinctive,0.752,0.575,0.694,joy,ADJ
youthful,0.827,0.48,0.686,joy,ADJ
unlimited,0.75,0.623,0.679,joy,ADJ
inspirational,0.927,0.72,0.81,joy,ADJ
freely,0.875,0.456,0.716,joy,ADV
academic,0.781,0.42,0.812,joy,ADJ
enchanting,0.917,0.681,0.708,joy,ADJ
dynamical,0.786,0.73,0.827,joy,ADJ
amusing,0.96,0.829,0.632,joy,ADJ
dynamic,0.724,0.75,0.836,joy,ADJ
insightful,0.664,0.691,0.713,joy,ADJ
gorgeous,0.92,0.56,0.741,joy,ADJ
witty,0.857,0.707,0.759,joy,ADJ
graceful,0.906,0.51,0.655,joy,ADJ
gracious,0.918,0.634,0.637,joy,ADJ
freehold,0.635,0.63,0.882,joy,ADV
graciously,0.948,0.353,0.68,joy,ADV
grand,0.898,0.74,0.888,joy,ADJ
energetic,0.847,0.868,0.902,joy,ADJ
grandiose,0.9,0.682,0.864,joy,ADJ
amply,0.781,0.431,0.766,joy,ADV
legally,0.771,0.482,0.842,joy,ADV
good,0.938,0.368,0.534,joy,ADJ
lavish,0.792,0.648,0.73,joy,ADJ
enchant,0.873,0.65,0.643,joy,ADJ
larger,0.729,0.654,0.763,joy,ADJ
gigantic,0.75,0.776,0.921,joy,ADJ
intentional,0.65,0.615,0.75,joy,ADJ
intensive,0.57,0.842,0.776,joy,ADJ
glad,0.938,0.76,0.74,joy,ADJ
glamorous,0.918,0.63,0.791,joy,ADJ
intensely,0.694,0.846,0.75,joy,ADV
gleeful,0.906,0.806,0.679,joy,ADJ
intelligent,0.917,0.541,0.868,joy,ADJ
glorious,0.959,0.673,0.827,joy,ADJ
effectual,0.776,0.559,0.82,joy,ADJ
golden,0.802,0.491,0.609,joy,ADJ
godlike,0.854,0.648,0.87,joy,ADJ
able,0.786,0.5,0.81,joy,ADJ
glossy,0.802,0.519,0.807,joy,ADJ
unmatched,0.776,0.536,0.771,joy,ADJ
friendly,0.917,0.398,0.598,joy,ADJ
sloppy,0.303,0.441,0.183,sadness,ADJ
smelly,0.1,0.528,0.245,sadness,ADV
worthless,0.083,0.42,0.153,sadness,ADJ
slimy,0.177,0.5,0.309,sadness,ADJ
small,0.542,0.205,0.12,sadness,ADJ
smaller,0.3,0.31,0.179,sadness,ADJ
submissive,0.48,0.217,0.173,sadness,ADJ
careless,0.255,0.431,0.125,sadness,ADJ
subsequently,0.38,0.337,0.336,sadness,ADV
vesicular,0.214,0.44,0.483,sadness,ADJ
sluggish,0.224,0.124,0.155,sadness,ADJ
slowly,0.427,0.185,0.295,sadness,ADV
sunless,0.245,0.28,0.273,sadness,ADV
abnormal,0.137,0.604,0.309,sadness,ADJ
smallest,0.281,0.34,0.129,sadness,ADJ
callous,0.245,0.5,0.386,sadness,ADJ
sullen,0.25,0.407,0.263,sadness,ADJ
superficial,0.357,0.407,0.309,sadness,ADJ
wrongly,0.054,0.55,0.202,sadness,ADV
witless,0.198,0.333,0.179,sadness,ADJ
stupid,0.133,0.51,0.2,sadness,ADJ
weakly,0.27,0.255,0.111,sadness,ADV
woefully,0.204,0.58,0.269,sadness,ADV
stillborn,0.271,0.519,0.337,sadness,ADJ
wearily,0.327,0.286,0.128,sadness,ADV
weary,0.194,0.281,0.202,sadness,ADJ
weedy,0.293,0.366,0.352,sadness,ADJ
woeful,0.135,0.555,0.255,sadness,ADJ
spotty,0.281,0.606,0.241,sadness,ADJ
weepy,0.068,0.615,0.116,sadness,ADJ
whatsoever,0.4,0.314,0.302,sadness,ADV
whiny,0.208,0.548,0.375,sadness,ADV
spurious,0.178,0.48,0.343,sadness,ADJ
sterile,0.302,0.471,0.291,sadness,ADJ
wimpy,0.188,0.292,0.134,sadness,ADJ
brief,0.469,0.3,0.279,sadness,ADJ
breathless,0.323,0.49,0.222,sadness,ADJ
stagnant,0.3,0.5,0.208,sadness,ADJ
brainless,0.138,0.31,0.224,sadness,ADJ
static,0.297,0.25,0.366,sadness,ADJ
stale,0.235,0.461,0.286,sadness,ADJ
wistful,0.323,0.451,0.312,sadness,ADJ
stingy,0.094,0.548,0.283,sadness,ADJ
weak,0.18,0.241,0.045,sadness,ADJ
spineless,0.344,0.387,0.321,sadness,ADJ
vulnerable,0.198,0.49,0.245,sadness,ADJ
afar,0.396,0.373,0.358,sadness,ADV
bitty,0.469,0.271,0.257,sadness,ADJ
solitary,0.224,0.202,0.268,sadness,ADJ
solo,0.438,0.19,0.325,sadness,ADV
somber,0.184,0.5,0.38,sadness,ADJ
somewhat negative,0.208,0.48,0.15,sadness,"ADV, ADJ"
bland,0.3,0.226,0.157,sadness,ADJ
absent,0.177,0.221,0.116,sadness,ADJ
vitreous,0.312,0.413,0.396,sadness,ADJ
bleak,0.204,0.427,0.272,sadness,ADJ
soggy,0.312,0.35,0.241,sadness,ADJ
bulimic,0.092,0.57,0.373,sadness,ADJ
soslow,0.347,0.312,0.284,sadness,ADJ
bubonic,0.28,0.53,0.394,sadness,ADJ
voiceless,0.271,0.235,0.131,sadness,ADJ
bloodless,0.292,0.39,0.212,sadness,ADJ
brown,0.396,0.202,0.293,sadness,ADJ
stranger,0.33,0.449,0.302,sadness,ADJ
stowaway,0.224,0.481,0.357,sadness,ADV
sparse,0.24,0.367,0.209,sadness,ADJ
stinky,0.092,0.558,0.176,sadness,ADJ
brittle,0.276,0.49,0.272,sadness,ADJ
sorrowful,0.049,0.422,0.163,sadness,ADJ
unlikely,0.271,0.293,0.245,sadness,ADJ
unwarranted,0.091,0.5,0.345,sadness,ADJ
superfluous,0.316,0.469,0.393,sadness,ADJ
unconvincing,0.19,0.532,0.144,sadness,ADJ
uncooked,0.312,0.321,0.241,sadness,ADJ
unprofessional,0.042,0.37,0.17,sadness,ADJ
uncooperative,0.25,0.422,0.246,sadness,ADJ
undecided,0.286,0.433,0.127,sadness,ADJ
underpaid,0.146,0.413,0.209,sadness,ADJ
unproductive,0.1,0.324,0.237,sadness,ADJ
undersized,0.316,0.425,0.298,sadness,ADJ
understaffed,0.148,0.444,0.302,sadness,ADJ
undeserved,0.219,0.552,0.283,sadness,ADJ
undesired,0.156,0.441,0.235,sadness,ADJ
undeveloped,0.292,0.33,0.254,sadness,ADJ
undue,0.156,0.573,0.318,sadness,ADJ
unprepared,0.204,0.45,0.152,sadness,ADJ
uneducated,0.177,0.35,0.246,sadness,ADJ
unemployed,0.094,0.481,0.23,sadness,ADJ
unequal,0.118,0.433,0.202,sadness,ADJ
unethical,0.104,0.433,0.269,sadness,ADJ
uneven,0.125,0.457,0.24,sadness,ADJ
unprofitable,0.163,0.376,0.217,sadness,ADJ
unconvinced,0.409,0.458,0.228,sadness,ADJ
unprotected,0.15,0.582,0.197,sadness,ADJ
unconventional,0.177,0.509,0.288,sadness,ADJ
unattractive,0.177,0.307,0.208,sadness,ADJ
unauthorized,0.26,0.448,0.259,sadness,ADJ
unavailable,0.323,0.281,0.159,sadness,ADJ
unaware,0.208,0.355,0.31,sadness,ADJ
arid,0.323,0.333,0.379,sadness,ADJ
unqualified,0.17,0.433,0.173,sadness,ADJ
unborn,0.312,0.3,0.216,sadness,ADJ
uncalled,0.344,0.294,0.222,sadness,ADJ
uncaring,0.177,0.245,0.321,sadness,ADJ
apathetic,0.188,0.292,0.333,sadness,ADJ
uncertain,0.363,0.5,0.164,sadness,ADJ
uncharted,0.188,0.406,0.413,sadness,ADJ
unclean,0.133,0.529,0.134,sadness,ADJ
unclear,0.229,0.463,0.202,sadness,ADJ
uncomfortable,0.188,0.61,0.214,sadness,ADJ
unconfirmed,0.334,0.321,0.339,sadness,ADJ
unproven,0.296,0.427,0.216,sadness,ADJ
unconscious,0.24,0.356,0.195,sadness,ADJ
archaic,0.271,0.327,0.332,sadness,ADJ
aqueous,0.429,0.27,0.31,sadness,ADJ
unchanged,0.49,0.204,0.237,sadness,ADJ
ancient,0.42,0.217,0.439,sadness,ADJ
unfair,0.173,0.472,0.19,sadness,ADJ
antithetical,0.271,0.509,0.358,sadness,ADJ
unhealthy,0.115,0.549,0.214,sadness,ADJ
unhelpful,0.104,0.32,0.118,sadness,ADJ
unidentified,0.385,0.361,0.199,sadness,ADJ
unnecessary,0.219,0.358,0.19,sadness,ADJ
unimportant,0.281,0.24,0.175,sadness,ADJ
unnamed,0.316,0.189,0.284,sadness,ADJ
unimpressed,0.198,0.302,0.327,sadness,ADJ
uninformed,0.156,0.37,0.182,sadness,ADJ
uninhabited,0.301,0.23,0.221,sadness,ADJ
unhappy,0.112,0.5,0.155,sadness,ADJ
uninspired,0.163,0.243,0.26,sadness,ADJ
unintentional,0.333,0.538,0.306,sadness,ADJ
uninterested,0.365,0.24,0.328,sadness,ADJ
uninteresting,0.153,0.235,0.228,sadness,ADJ
unjust,0.115,0.625,0.278,sadness,ADJ
unlucky,0.073,0.395,0.198,sadness,ADJ
annular,0.31,0.385,0.412,sadness,ADJ
unjustified,0.288,0.541,0.314,sadness,ADJ
unkind,0.135,0.409,0.31,sadness,ADJ
unknown,0.357,0.45,0.204,sadness,ADJ
unintelligible,0.208,0.472,0.283,sadness,ADJ
unattended,0.255,0.4,0.167,sadness,ADJ
ungrateful,0.219,0.461,0.275,sadness,ADJ
ungodly,0.296,0.423,0.388,sadness,ADV
unfamiliar,0.219,0.558,0.273,sadness,ADJ
unpopular,0.073,0.441,0.164,sadness,ADJ
unfavorable,0.133,0.45,0.232,sadness,ADJ
unfinished,0.188,0.368,0.264,sadness,ADJ
unfit,0.25,0.368,0.185,sadness,ADJ
unpleasant,0.122,0.612,0.185,sadness,ADJ
anti,0.365,0.412,0.384,sadness,ADJ
anorexic,0.16,0.618,0.245,sadness,ADJ
slightly negative,0.19,0.472,0.259,sadness,"ADV, ADJ"
unneeded,0.177,0.375,0.245,sadness,ADJ
unfortunate,0.073,0.487,0.195,sadness,ADJ
unfortunately,0.104,0.494,0.281,sadness,ADV
anomalous,0.281,0.48,0.423,sadness,ADJ
unfulfilled,0.184,0.426,0.268,sadness,ADJ
anemic,0.167,0.279,0.155,sadness,ADJ
unorganised,0.25,0.5,0.212,sadness,ADJ
unfurnished,0.316,0.333,0.272,sadness,ADJ
unofficial,0.26,0.302,0.255,sadness,ADJ
unoccupied,0.258,0.245,0.412,sadness,ADJ
unnoticed,0.302,0.44,0.26,sadness,ADJ
unpaid,0.3,0.413,0.365,sadness,ADJ
unread,0.458,0.24,0.214,sadness,ADJ
unarmed,0.427,0.42,0.241,sadness,ADJ
unreal,0.173,0.431,0.296,sadness,ADJ
unwary,0.286,0.417,0.402,sadness,ADJ
unwanted,0.177,0.546,0.205,sadness,ADJ
unusually,0.385,0.406,0.358,sadness,ADV
tenuous,0.398,0.263,0.276,sadness,ADJ
tepid,0.337,0.327,0.237,sadness,ADJ
baseless,0.292,0.382,0.375,sadness,ADJ
barren,0.173,0.373,0.221,sadness,ADJ
unused,0.344,0.231,0.234,sadness,ADJ
untrustworthy,0.097,0.449,0.287,sadness,ADJ
bashful,0.4,0.406,0.217,sadness,ADJ
barely,0.448,0.183,0.268,sadness,ADV
untoward,0.122,0.555,0.291,sadness,ADV
barefoot,0.445,0.373,0.241,sadness,ADV
untold,0.24,0.367,0.191,sadness,ADJ
allergic,0.135,0.549,0.273,sadness,ADJ
alone,0.333,0.167,0.216,sadness,ADV
unsympathetic,0.163,0.62,0.281,sadness,ADJ
thicket,0.385,0.373,0.324,sadness,ADJ
unsweetened,0.396,0.263,0.3,sadness,ADJ
aloof,0.189,0.423,0.302,sadness,ADJ
untrue,0.031,0.5,0.188,sadness,ADJ
badly,0.073,0.509,0.286,sadness,ADV
tedious,0.104,0.406,0.241,sadness,ADJ
unwelcome,0.115,0.48,0.269,sadness,ADJ
ago,0.317,0.28,0.404,sadness,ADV
vainly,0.365,0.283,0.169,sadness,ADV
vague,0.271,0.335,0.083,sadness,ADJ
vagrant,0.265,0.548,0.25,sadness,ADJ
vacuous,0.354,0.267,0.304,sadness,ADJ
useless,0.052,0.342,0.184,sadness,ADJ
urinal,0.214,0.51,0.306,sadness,ADJ
beholden,0.296,0.555,0.212,sadness,ADJ
surly,0.221,0.469,0.493,sadness,ADV
teary,0.167,0.473,0.216,sadness,ADJ
aground,0.333,0.34,0.445,sadness,ADV
unworthy,0.194,0.433,0.226,sadness,ADJ
unwittingly,0.312,0.51,0.264,sadness,ADV
unwise,0.141,0.61,0.304,sadness,ADJ
swampy,0.306,0.39,0.412,sadness,ADJ
unwillingly,0.204,0.548,0.182,sadness,ADV
unwilling,0.302,0.316,0.179,sadness,ADJ
swollen,0.236,0.51,0.277,sadness,ADJ
aimless,0.15,0.267,0.183,sadness,ADJ
tasteless,0.146,0.196,0.148,sadness,ADJ
unwritten,0.367,0.384,0.272,sadness,ADJ
very negative,0.062,0.521,0.148,sadness,"ADV, ADJ"
bacterial,0.156,0.5,0.473,sadness,ADJ
unsure,0.143,0.58,0.217,sadness,ADJ
unsatisfied,0.2,0.547,0.241,sadness,ADJ
unsatisfactory,0.122,0.52,0.189,sadness,ADJ
unsafe,0.115,0.562,0.147,sadness,ADJ
ambiguous,0.265,0.462,0.358,sadness,ADJ
unromantic,0.208,0.316,0.307,sadness,ADJ
unresponsive,0.108,0.282,0.244,sadness,ADJ
unresolved,0.135,0.441,0.173,sadness,ADJ
unrepentant,0.24,0.445,0.413,sadness,ADJ
unremarkable,0.271,0.155,0.23,sadness,ADJ
trashy,0.071,0.38,0.161,sadness,ADJ
unreliable,0.108,0.48,0.24,sadness,ADJ
unrecorded,0.241,0.351,0.35,sadness,ADJ
ugly,0.167,0.63,0.254,sadness,ADJ
umbilical,0.398,0.406,0.333,sadness,ADJ
unable,0.132,0.459,0.193,sadness,ADJ
amorphous,0.327,0.402,0.349,sadness,ADJ
unacceptable,0.133,0.479,0.33,sadness,ADJ
unrealistic,0.229,0.5,0.245,sadness,ADJ
ashamed,0.156,0.588,0.228,sadness,ADJ
unanswered,0.276,0.361,0.219,sadness,ADJ
unrelated,0.302,0.27,0.264,sadness,ADJ
unsuspecting,0.302,0.509,0.413,sadness,ADJ
unscheduled,0.312,0.436,0.3,sadness,ADJ
unsightly,0.226,0.559,0.373,sadness,ADV
unsupported,0.26,0.45,0.221,sadness,ADJ
unsuitable,0.188,0.528,0.3,sadness,ADJ
backwards,0.302,0.372,0.33,sadness,ADV
timid,0.327,0.276,0.132,sadness,ADJ
tiny,0.479,0.196,0.125,sadness,ADJ
tired,0.125,0.317,0.191,sadness,ADJ
unsuccessful,0.14,0.318,0.106,sadness,ADJ
tiresome,0.24,0.542,0.153,sadness,ADJ
tiring,0.153,0.51,0.176,sadness,ADJ
unscientific,0.396,0.317,0.321,sadness,ADJ
backward,0.309,0.367,0.25,sadness,ADV
awry,0.156,0.54,0.275,sadness,ADJ
unsteady,0.122,0.5,0.19,sadness,ADJ
touchy,0.323,0.51,0.343,sadness,ADJ
autistic,0.367,0.337,0.404,sadness,ADJ
unstable,0.167,0.587,0.15,sadness,ADJ
unspecified,0.24,0.365,0.165,sadness,ADJ
unsound,0.146,0.222,0.272,sadness,ADJ
unsophisticated,0.327,0.491,0.339,sadness,ADJ
unsolved,0.146,0.39,0.235,sadness,ADJ
toothless,0.312,0.541,0.272,sadness,ADJ
slightly,0.47,0.274,0.255,sadness,ADV
deceased,0.021,0.538,0.188,sadness,ADJ
minimal,0.448,0.147,0.206,sadness,ADJ
insufficient,0.188,0.38,0.093,sadness,ADJ
insufficiently,0.147,0.509,0.198,sadness,ADV
empty,0.188,0.183,0.081,sadness,ADJ
invalid,0.18,0.33,0.255,sadness,ADJ
inversely,0.286,0.418,0.351,sadness,ADV
involuntary,0.354,0.49,0.231,sadness,ADJ
embarrassed,0.184,0.56,0.246,sadness,ADJ
irregular,0.312,0.548,0.321,sadness,ADJ
irrelevant,0.138,0.311,0.296,sadness,ADJ
irreparable,0.061,0.53,0.43,sadness,ADJ
eek,0.292,0.529,0.343,sadness,ADJ
lackluster,0.25,0.311,0.264,sadness,ADJ
lame,0.145,0.41,0.217,sadness,ADJ
languid,0.281,0.27,0.283,sadness,ADJ
late,0.245,0.358,0.315,sadness,ADV
dysfunctional,0.125,0.558,0.307,sadness,ADJ
lazy,0.392,0.264,0.096,sadness,ADJ
less,0.265,0.24,0.115,sadness,ADV
lesser,0.396,0.167,0.211,sadness,ADJ
dusty,0.406,0.294,0.255,sadness,ADJ
lethargic,0.214,0.245,0.375,sadness,ADJ
insomniac,0.231,0.367,0.329,sadness,ADJ
insignificant,0.083,0.306,0.114,sadness,ADJ
insensitive,0.219,0.471,0.302,sadness,ADJ
insecure,0.114,0.538,0.132,sadness,ADJ
indiscreet,0.177,0.587,0.342,sadness,ADJ
indolent,0.177,0.381,0.259,sadness,ADJ
ineffective,0.093,0.422,0.094,sadness,ADJ
ineffectual,0.163,0.412,0.2,sadness,ADJ
inefficient,0.19,0.46,0.173,sadness,ADJ
ineligible,0.143,0.377,0.457,sadness,ADJ
inept,0.156,0.418,0.209,sadness,ADJ
inequitable,0.281,0.519,0.373,sadness,ADJ
inert,0.323,0.18,0.319,sadness,ADJ
inexact,0.153,0.459,0.17,sadness,ADJ
dumb,0.188,0.33,0.151,sadness,ADJ
inexperienced,0.281,0.473,0.231,sadness,ADJ
erratic,0.271,0.503,0.217,sadness,ADJ
inferior,0.26,0.254,0.106,sadness,ADJ
infertile,0.274,0.458,0.255,sadness,ADJ
infirm,0.115,0.521,0.21,sadness,ADJ
infrequent,0.312,0.377,0.192,sadness,ADJ
infrequently,0.204,0.25,0.327,sadness,ADV
inhospitable,0.265,0.531,0.395,sadness,ADJ
innocuous,0.51,0.321,0.172,sadness,ADJ
inoperable,0.184,0.422,0.304,sadness,ADJ
inoperative,0.138,0.425,0.273,sadness,ADJ
infeasible,0.245,0.472,0.236,sadness,ADJ
lifeless,0.042,0.333,0.163,sadness,ADJ
listless,0.219,0.35,0.231,sadness,ADJ
dull,0.194,0.12,0.185,sadness,ADJ
dour,0.36,0.404,0.325,sadness,ADJ
mere,0.396,0.221,0.176,sadness,ADJ
doubtful,0.25,0.465,0.241,sadness,ADJ
dormant,0.385,0.245,0.245,sadness,ADJ
microscopic,0.36,0.327,0.433,sadness,ADJ
middle,0.458,0.157,0.3,sadness,ADJ
dopey,0.32,0.38,0.365,sadness,ADJ
mindless,0.184,0.333,0.153,sadness,ADJ
slight trust,0.306,0.4,0.245,sadness,ADJ
minor,0.25,0.235,0.175,sadness,ADJ
down,0.208,0.33,0.264,sadness,ADV
dizzy,0.199,0.582,0.193,sadness,ADJ
miserably,0.28,0.545,0.15,sadness,ADV
misfit,0.173,0.5,0.393,sadness,ADV
misguided,0.28,0.531,0.259,sadness,ADJ
moderate disgust,0.229,0.558,0.381,sadness,ADJ
moderate negative,0.177,0.5,0.306,sadness,"ADJ, ADJ"
moldy,0.235,0.387,0.25,sadness,ADJ
mongoloid,0.177,0.364,0.317,sadness,ADJ
monotonous,0.354,0.221,0.4,sadness,ADJ
divisible,0.323,0.462,0.411,sadness,ADJ
moribund,0.083,0.488,0.167,sadness,ADJ
miserable,0.062,0.461,0.188,sadness,ADJ
indirect,0.385,0.402,0.33,sadness,ADJ
downhill,0.292,0.573,0.279,sadness,ADV
meek,0.531,0.15,0.198,sadness,ADJ
duds,0.347,0.311,0.339,sadness,ADV
little,0.385,0.16,0.213,sadness,ADJ
dubious,0.414,0.48,0.198,sadness,ADJ
lonely,0.25,0.226,0.238,sadness,ADJ
lonesome,0.281,0.213,0.336,sadness,ADJ
lopsided,0.125,0.5,0.272,sadness,ADJ
lousy,0.125,0.482,0.234,sadness,ADJ
loveless,0.102,0.365,0.216,sadness,ADJ
low,0.292,0.22,0.102,sadness,ADJ
lower,0.327,0.296,0.258,sadness,ADJ
melancholy,0.188,0.26,0.237,sadness,ADJ
lowest,0.312,0.304,0.129,sadness,ADJ
lumpy,0.271,0.378,0.365,sadness,ADJ
drier,0.306,0.347,0.392,sadness,ADJ
dreary,0.26,0.49,0.324,sadness,ADJ
drab,0.327,0.3,0.242,sadness,ADJ
downward,0.188,0.347,0.255,sadness,ADV
downside,0.19,0.4,0.246,sadness,ADV
meager,0.144,0.389,0.281,sadness,ADJ
meaningless,0.156,0.314,0.143,sadness,ADJ
meantime,0.432,0.222,0.3,sadness,ADV
mediocre,0.188,0.481,0.149,sadness,ADJ
ludicrous,0.137,0.553,0.274,sadness,ADJ
moronic,0.122,0.5,0.224,sadness,ADJ
indigent,0.156,0.481,0.223,sadness,ADJ
indecisive,0.271,0.42,0.19,sadness,ADJ
grudgingly,0.156,0.61,0.292,sadness,ADV
gruel,0.382,0.304,0.297,sadness,ADJ
flat,0.408,0.236,0.303,sadness,ADJ
gully,0.316,0.519,0.394,sadness,ADV
gutless,0.25,0.381,0.384,sadness,ADJ
hairless,0.136,0.235,0.139,sadness,ADJ
hanky,0.46,0.276,0.25,sadness,ADJ
hapless,0.271,0.442,0.193,sadness,ADJ
flaky,0.363,0.509,0.279,sadness,ADJ
flaccid,0.156,0.4,0.151,sadness,ADJ
finite,0.384,0.347,0.293,sadness,ADV
fictitious,0.224,0.444,0.293,sadness,ADJ
fetal,0.388,0.308,0.364,sadness,ADJ
headless,0.136,0.582,0.235,sadness,ADJ
heartbroken,0.082,0.551,0.235,sadness,ADJ
feeble,0.157,0.28,0.109,sadness,ADJ
fearfully,0.112,0.567,0.271,sadness,ADV
fearful,0.083,0.482,0.278,sadness,ADJ
helpless,0.104,0.42,0.214,sadness,ADJ
fat,0.198,0.353,0.237,sadness,ADJ
hesitant,0.333,0.542,0.321,sadness,ADJ
flawed,0.133,0.49,0.194,sadness,ADJ
groggy,0.235,0.265,0.194,sadness,ADJ
flimsy,0.302,0.396,0.189,sadness,ADJ
grimy,0.112,0.597,0.283,sadness,ADJ
fragile,0.302,0.163,0.126,sadness,ADJ
fractional,0.306,0.36,0.509,sadness,ADJ
friendless,0.102,0.36,0.204,sadness,ADJ
foul,0.224,0.46,0.355,sadness,ADJ
frigid,0.219,0.481,0.395,sadness,ADJ
formless,0.398,0.201,0.163,sadness,ADJ
fruitless,0.26,0.58,0.311,sadness,ADJ
forlorn,0.316,0.571,0.217,sadness,ADJ
forgetful,0.24,0.343,0.264,sadness,ADJ
futile,0.122,0.332,0.158,sadness,ADJ
faraway,0.365,0.356,0.285,sadness,ADV
fuzzy,0.306,0.472,0.158,sadness,ADJ
foolish,0.316,0.255,0.109,sadness,ADJ
gloomy,0.107,0.41,0.287,sadness,ADJ
godless,0.316,0.557,0.358,sadness,ADJ
goofy,0.281,0.224,0.179,sadness,ADV
gothic,0.197,0.333,0.475,sadness,ADJ
gray,0.335,0.153,0.189,sadness,ADJ
greasy,0.399,0.442,0.294,sadness,ADJ
follicular,0.401,0.305,0.391,sadness,ADJ
foggy,0.354,0.337,0.302,sadness,ADJ
grim,0.31,0.483,0.298,sadness,ADJ
gassy,0.354,0.497,0.304,sadness,ADJ
hollow,0.3,0.337,0.222,sadness,ADJ
homeless,0.042,0.45,0.188,sadness,ADJ
homeopathic,0.417,0.268,0.4,sadness,ADJ
improper,0.229,0.52,0.259,sadness,ADJ
extinct,0.112,0.491,0.412,sadness,ADJ
inaccurate,0.135,0.45,0.25,sadness,ADJ
inactive,0.271,0.167,0.159,sadness,ADJ
inadequate,0.122,0.45,0.223,sadness,ADJ
inane,0.271,0.35,0.268,sadness,ADJ
inanimate,0.281,0.143,0.224,sadness,ADJ
inapplicable,0.281,0.402,0.33,sadness,ADJ
inappropriate,0.135,0.542,0.353,sadness,ADJ
incapable,0.156,0.529,0.155,sadness,ADJ
improbable,0.097,0.412,0.439,sadness,ADJ
incoherent,0.122,0.612,0.25,sadness,ADJ
incompetent,0.133,0.566,0.239,sadness,ADJ
incomplete,0.153,0.37,0.205,sadness,ADJ
incompletely,0.344,0.442,0.232,sadness,ADV
incomprehensible,0.25,0.55,0.344,sadness,ADJ
inconclusive,0.153,0.442,0.34,sadness,ADJ
incongruous,0.177,0.504,0.343,sadness,ADJ
inconsequential,0.25,0.48,0.345,sadness,ADJ
inconsistent,0.271,0.431,0.295,sadness,ADJ
incorrect,0.14,0.569,0.255,sadness,ADJ
incredulous,0.286,0.51,0.269,sadness,ADJ
incompatible,0.196,0.5,0.31,sadness,ADJ
indifferent,0.396,0.157,0.25,sadness,ADJ
impractical,0.16,0.373,0.291,sadness,ADJ
impossible,0.153,0.51,0.407,sadness,ADJ
hopeless,0.094,0.298,0.112,sadness,ADJ
falsely,0.083,0.48,0.265,sadness,ADV
false,0.12,0.404,0.24,sadness,ADJ
fake,0.073,0.554,0.268,sadness,ADJ
hush,0.471,0.231,0.312,sadness,ADJ
faint,0.063,0.429,0.167,sadness,ADJ
faceless,0.23,0.406,0.173,sadness,ADJ
hypodermic,0.24,0.441,0.445,sadness,ADJ
iffy,0.38,0.442,0.333,sadness,ADJ
ifonly,0.406,0.25,0.255,sadness,ADV
impotent,0.146,0.587,0.333,sadness,ADJ
ignorant,0.102,0.461,0.223,sadness,ADJ
illegible,0.296,0.49,0.315,sadness,ADJ
illiterate,0.12,0.41,0.151,sadness,ADJ
illogical,0.208,0.63,0.251,sadness,ADJ
immaterial,0.296,0.309,0.295,sadness,ADJ
immature,0.114,0.5,0.2,sadness,ADJ
imperfect,0.173,0.527,0.202,sadness,ADJ
imperfectly,0.297,0.481,0.33,sadness,ADV
impermissible,0.188,0.464,0.352,sadness,ADJ
impersonal,0.316,0.356,0.472,sadness,ADJ
impolite,0.167,0.59,0.282,sadness,ADJ
ill,0.073,0.41,0.2,sadness,ADJ
motherless,0.163,0.541,0.337,sadness,ADJ
aback,0.385,0.407,0.288,sadness,ADV
muddled,0.25,0.615,0.263,sadness,ADJ
crooked,0.146,0.594,0.305,sadness,ADJ
raw,0.143,0.349,0.342,sadness,ADJ
crestfallen,0.235,0.346,0.175,sadness,ADJ
rectangular,0.438,0.24,0.307,sadness,ADJ
crappy,0.039,0.582,0.208,sadness,ADJ
regressive,0.302,0.434,0.363,sadness,ADJ
regretful,0.167,0.48,0.188,sadness,ADJ
regrettable,0.104,0.374,0.245,sadness,ADJ
remorseful,0.347,0.429,0.25,sadness,ADJ
cowardly,0.102,0.385,0.127,sadness,ADV
repetitive,0.32,0.438,0.362,sadness,ADJ
reprehensible,0.316,0.569,0.351,sadness,ADJ
coward,0.102,0.49,0.149,sadness,ADV
resentful,0.12,0.608,0.324,sadness,ADJ
residual,0.448,0.288,0.327,sadness,ADJ
ridiculous,0.159,0.594,0.245,sadness,ADJ
corny,0.448,0.37,0.221,sadness,ADJ
contrary,0.327,0.449,0.338,sadness,ADV
contemptuous,0.204,0.5,0.375,sadness,ADJ
rudimentary,0.286,0.321,0.509,sadness,ADJ
rueful,0.173,0.429,0.225,sadness,ADJ
rare,0.396,0.413,0.236,sadness,ADJ
crude,0.198,0.402,0.357,sadness,ADJ
crummy,0.125,0.531,0.224,sadness,ADJ
cuckold,0.21,0.573,0.23,sadness,ADJ
deductible,0.375,0.286,0.455,sadness,ADJ
porous,0.385,0.37,0.264,sadness,ADJ
posthumous,0.232,0.441,0.43,sadness,ADJ
pout,0.458,0.354,0.202,sadness,ADV
powerless,0.125,0.5,0.328,sadness,ADJ
precarious,0.107,0.54,0.273,sadness,ADJ
predictable,0.312,0.296,0.42,sadness,ADJ
deciduous,0.385,0.353,0.282,sadness,ADJ
deceptive,0.027,0.605,0.294,sadness,ADJ
frail,0.255,0.333,0.069,sadness,ADJ
